"CC", 2018, 4/7/2018, ALC, , W, , , , , , , , N, WN871, R-il-So, N, WN872, R-iu-So, 100, 2019, , , , , , , , , , , , Location unkown
"CC", 2018, 4/7/2018, ALC, , W, , , , , , , , N, WN975, R-iu-So, N, WN976, L-ou-So, 100, 2019, , , , , , , , , , , , Location unkown
"CC", 2018, 4/7/2018, ALC, , W, , , , , , , , N, WN952, R-iu-_, N, WN932, L-ou-_, 100, 2019, , , , , , , , , , , , Location unkown
"CC", 2018, 4/7/2018, ALC, , W, , , , , , , , N, WN375 , R-iu-_, , , , 100, 2019, , , , , , , , , , , , Location unkown
"CC", 2018, 4/7/2018, ALC, , J, , , , , , , , N, WH544, L-ol-So, , , , 100, 2019, , , , , , , , , , , , Location unkown
"CC", 2018, 4/7/2018, ALC, , W, , , , , , , , N, WN331, L-il-_, , , , 100, 2019, , , , , , , , , , , , Location unkown
"CC", 2018, 4/7/2018, ALC, , W, , , , , , , , N, WN881, R-ol-_, , , , 100, 2019, , , , , , , , , , animal also had left flipper tag-couldn't read, , Location unkown
"CC", 2018, 4/7/2018, ALC, , W, , , , , , , , N, WN303, L-iu-_, , , , 100, 2019, , , , , , , , , , , , Location unkown
"CC", 2018, 4/7/2018, ALC, , W, , , , , , , , N, WN669, R-iu-_, , , , 100, 2019, , , , , , , , , , , , Location unkown
"CC", 2018, 4/7/2018, ALC, , W, , , , , , , , N, WN388, L-iu-_, , , , 100, 2019, , , , , , , , , , , , Location unkown
"CC", 2018, 4/7/2018, ALC, , J, , , , , , , , N, WH553, L-il-_, , , , 100, 2019, , , , , , , , , , , , Location unkown
"CC", 2018, 4/15/2018, ALC, F, J, , , , , , , , N, WH569, L-ol-_, , , , 100, 2019, , , , , , , , , , , , Location unkown
"EW", 2018, 4/15/2018, VP3s, , J, , , , , , , , N, WP970, L-ol-So, , , , , , , , , , , , , , , , , Location unkown
"EW", 2018, 4/15/2018, ALLS, , W, , , , , , , , N, WH552, L-ol-_, , , , , , , , , , , , , , , , , Location unkown
"EW", 2018, 4/15/2018, VP3s, , J, , N, WP951, L, , , , , , , , , , , , , , , , , , , , , , , Location unkown
"CC", 2018, 4/25/2018, DC_, M, W, , , , , , , , N, WN314, R-iu-So, , , , , , , , , , , , , , , , , Location unkown
"CC", 2018, 4/25/2018, DC_, , W, , , , , , , , N, WN904, L-ol-So, , , , , , , , , , , , , , , , , Location unkown
"CC", 2018, 4/25/2018, DC_, , , , , , , , , , N, WH535, L-ou-So, , , , , , , , , , , , , , , , , Location unkown
"CC", 2018, 4/25/2018, DC_, , W, , , , , , , , N, WN945, R-iu-So, , , , , , , , , , , , , , , , , Location unkown
"CC", 2018, 4/25/2018, DC_, , W, , , , , , , , N, WN696, L-il-So, , , , , , , , , , , , , , , , , Location unkown
"CC", 2018, 4/25/2018, DC_, , , , , , , , , , N, WH699, L-_-_, , , , , , , , , , , , , , , , , Location unkown
"CC", 2018, 4/25/2018, DC_, F, A, , , , , , , , N, WP851, L-_-_, , , , , , , , , , , , , , , , , Location unkown
"EW, CC", 2018, 4/28/2018, VP3, F, A, , , , , , , , N, YV3_, R-ou-So, , , , , , , , , , , , , , , , , Location unkown
"EW, CC", 2018, 4/28/2018, VP3, M, J, , , , , , , , N, PU554, R-ol-So, , , , , , , , , , , , , , , , , Location unkown
"EW, CC", 2018, 4/28/2018, VP3, F, A, , , , , , , , N, W_5_6, L-ol-So, , , , , , , , , , , , , , , FES has a photo they will send to us, , Location unkown
"FES", 2018, 4/28/2018, VP3, , , , , , , , , , N, GC292, _-o_-So, , , , , , , , , , , , , , , Molting animal, either F or J, , Location unkown
"FES", 2018, 4/28/2018, VP3, , , , , , , , , , N, W_754, , , , , , , , , , , , , , , , , , Location unkown
"FES", 2018, 4/28/2018, VP3, , , , , , , , , , N, WH066, _-o_-So, , , , , , , , , , , , , , , , , Location unkown
"CC", 2018, 5/6/2018, AC, F, A, , , , , , , , N, GC304, L-_-_, N, G____, R-_-_-_, 10, , , , , , , , , , , , , Location unkown
"CC", 2018, 5/6/2018, AC, F, A, , , , , , , , N, GX167, L-iu-_, N, G__66, R-_-_-_, 100, , , , , , , , , , , , , Location unkown
"CC", 2018, 5/6/2018, AC, F, A, , , , , , , , N, WH484, L-iu-_, , , , 20, , , , , , , , , , , , , Location unkown
"CC", 2018, 5/6/2018, AC, F, A, , , , , , , , N, WP972, L-il-_, , , , 100, , , , , , , , , , , , , Location unkown
"CC", 2018, 5/6/2018, AC, F, A, , , , , , , , N, WX305, R-ol-_, , , , , , , , , , , , , , , , , Location unkown
"HEL ", 2019, 1/16/2019, VP3s, , , , , , , , , , , , , , , , , , , , , , , , , , , , , Location unkown
"CC, EW", 2019, 1/16/2019, VP3s, F, A
, , N, 6934, , , , , N, G6934, R2-So, , , , , , , , , , , , , , , , , Location unkown
"EW", 2019, 2/16/2019, , , W, , N, M27, , , , , , , , , , , , , , , , , , , , , , , , Location unkown
"EW", 2019, 10/30/2018, VP3s, , A, NaN, , , , , , , N, WH1_ _ , R-_-_, , , , , , , , , , , , , , , , , Location unkown
"", 2019, 10/30/2018, MOTL, F, A, NaN, , , , , , , N, WP88_, , , , , , , , , , , , , , , , , , Location unkown
"", 2019, 10/30/2018, MOTL, , J, , , , , , , , N, WH492, , , , , , , , , , , , , , , , , , Location unkown
